"id_serial";"id_typ";"strava";"doprava";"ubytovani";"ubytovani_kategorie";"zeme";"destinace";"AVG(prumerna_cena)";"AVG(prumerna_cena_noc)";"AVG(delka)"
"4544";"7";"3";"1";"6";"2.00";"Vánoce a Silvestr na horách";"Slovensko";"5226.0000";"1450.2000";"4.6000"
"4548";"7";"3";"1";"6";"2.00";"Vánoce a Silvestr na horách";"Slovensko";"3620.0000";"1090.4000";"4.3000"
"4550";"7";"3";"1";"6";"2.00";"Vánoce a Silvestr na horách";"Slovensko";"4657.7778";"1385.7778";"4.3333"
"4552";"7";"3";"1";"6";"2.00";"Vánoce a Silvestr na horách";"Slovensko";"4972.5000";"1460.8750";"4.3750"
"4554";"7";"3";"1";"6";"2.00";"Vánoce a Silvestr na horách";"Slovensko";"5247.5000";"1544.2500";"4.3750"
"4568";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Česká republika";"2971.5000";"990.5000";"4.0000"
"3216";"3";"3";"1";"6";"3.00";"Vánoce a Silvestr";"Česká republika";"5152.8571";"1717.2857";"4.0000"
"4700";"7";"3";"1";"7";"4.00";"Vánoce a Silvestr na horách";"Česká republika";"5800.0000";"1450.0000";"5.0000"
"4628";"3";"3";"1";"6";"2.00";"Vánoce a Silvestr";"Česká republika";"4330.5556";"662.4444";"7.5556"
"4634";"3";"1";"1";"7";"0.00";"Vánoce a Silvestr";"Slovensko";"675.0000";"225.0000";"4.0000"
"3975";"7";"3";"1";"6";"3.00";"Slovensko";"Vysoké Tatry";"8055.2500";"1383.8750";"7.2500"
"4023";"3";"3";"1";"7";"0.00";"Slovensko";"Kúpele Lúčky";"4432.3333";"1830.8333";"3.5000"
"4228";"3";"2";"1";"0";"4.00";"Slovensko";"Rajecké Teplice";"35401.6429";"4119.6071";"9.4643"
"4230";"3";"2";"1";"0";"4.00";"Slovensko";"Rajecké Teplice";"8439.6818";"1105.1818";"9.2273"
"4231";"3";"2";"1";"7";"0.00";"Slovensko";"Rajecké Teplice";"6720.0000";"959.8333";"8.0000"
"4232";"3";"2";"1";"0";"3.00";"Slovensko";"Rajecké Teplice";"5768.5556";"823.6667";"8.0000"
"4282";"3";"3";"1";"7";"0.00";"Slovensko";"Kúpele Lúčky";"5407.6000";"1351.2000";"5.0000"
"4283";"3";"3";"1";"7";"0.00";"Slovensko";"Kúpele Lúčky";"6790.0000";"1358.0000";"6.0000"
"4382";"4";"2";"3";"7";"3.00";"Hokej:USA";"NHL s průvodcem";"34990.0000";"8747.0000";"5.0000"
"4421";"7";"1";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"1394.7778";"899.2222";"2.4444"
"4485";"7";"3";"1";"6";"2.00";"Česká republika";"Krkonoše";"2324.5455";"508.1818";"5.6818"
"4487";"7";"3";"1";"6";"2.00";"Česká republika";"Krkonoše";"2233.7500";"520.3571";"5.3929"
"4722";"3";"3";"1";"0";"0.00";"Česká republika";"Slatinice";"2195.0000";"549.0000";"5.0000"
"4204";"3";"3";"1";"0";"4.00";"Česká republika";"Karlovy Vary";"11020.0000";"2754.5000";"5.0000"
"4558";"7";"3";"1";"7";"4.00";"Česká republika";"Krkonoše";"2280.0000";"1140.0000";"3.0000"
"4559";"7";"3";"1";"7";"4.00";"Česká republika";"Krkonoše";"3693.0000";"923.0000";"5.0000"
"3830";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"4131.1111";"1376.7778";"4.0000"
"3850";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"7031.4286";"1406.2857";"6.0000"
"46";"3";"2";"1";"7";"0.00";"Slovensko";"Podhájska";"598.8889";"598.8889";"2.0000"
"4002";"3";"3";"1";"7";"0.00";"Slovensko";"Piešťany";"2683.3333";"894.3333";"4.0000"
"4005";"3";"3";"1";"6";"2.00";"Slovensko";"Dudince";"4687.4000";"826.8000";"6.6000"
"4012";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"1661.7500";"830.7500";"3.0000"
"4013";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"3765.0000";"753.0000";"6.0000"
"1642";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"4676.6667";"1168.6667";"5.0000"
"4037";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"2776.6667";"1388.3333";"3.0000"
"4074";"1";"2";"1";"6";"2.00";"Česká republika";"Žďárské Vrchy";"288.0000";"288.0000";"2.0000"
"4075";"7";"4";"1";"6";"2.00";"Česká republika";"Krušné hory";"5733.3333";"1433.3333";"5.0000"
"4080";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"7956.6667";"1325.6667";"7.0000"
"4081";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"6850.0000";"1370.0000";"6.0000"
"3165";"3";"3";"1";"6";"2.00";"Česká republika";"Františkovy Lázně";"1225.0000";"613.0000";"3.0000"
"3167";"3";"3";"1";"6";"2.00";"Česká republika";"Františkovy Lázně";"3765.0000";"1255.0000";"4.0000"
"3168";"3";"3";"1";"6";"2.00";"Česká republika";"Františkovy Lázně";"1380.0000";"460.0000";"4.0000"
"4095";"3";"3";"1";"0";"4.00";"Česká republika";"Karlovy Vary";"4150.0000";"2075.0000";"3.0000"
"4098";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"1366.6667";"683.8333";"3.0000"
"4102";"3";"3";"1";"6";"2.00";"Slovensko";"Piešťany";"2767.0000";"691.8000";"5.0000"
"4103";"3";"3";"1";"0";"4.00";"Česká republika";"Karlovy Vary";"4470.0000";"2235.0000";"3.0000"
"4104";"3";"3";"1";"0";"4.00";"Česká republika";"Karlovy Vary";"5744.3571";"2127.3571";"3.7857"
"4105";"3";"3";"1";"0";"4.00";"Česká republika";"Karlovy Vary";"14978.3333";"2139.6667";"8.0000"
"4111";"3";"3";"1";"0";"3.00";"Česká republika";"Františkovy Lázně";"2758.4615";"863.6154";"4.7692"
"4114";"3";"3";"1";"0";"3.00";"Česká republika";"Františkovy Lázně";"4970.0000";"828.0000";"7.0000"
"4115";"3";"3";"1";"0";"3.00";"Česká republika";"Františkovy Lázně";"7163.3333";"969.4444";"8.6667"
"4116";"3";"3";"1";"0";"3.00";"Česká republika";"Františkovy Lázně";"9297.7778";"1261.6667";"8.6667"
"4117";"3";"3";"1";"0";"3.00";"Česká republika";"Františkovy Lázně";"13466.2500";"971.0000";"14.8750"
"4173";"3";"3";"1";"6";"2.00";"Slovensko";"Bojnice";"3164.3333";"790.6667";"5.0000"
"4183";"1";"3";"1";"7";"3.00";"Česká republika";"Jižní Čechy";"3072.5000";"1536.2500";"3.0000"
"4184";"1";"3";"1";"7";"3.00";"Česká republika";"Jižní Čechy";"4628.0328";"1208.7377";"4.9672"
"4185";"1";"3";"1";"7";"3.00";"Česká republika";"Jižní Čechy";"3827.5000";"1599.6250";"3.6250"
"4186";"1";"3";"1";"7";"3.00";"Česká republika";"Jižní Čechy";"3122.5000";"1561.2500";"3.0000"
"4192";"3";"3";"1";"6";"2.00";"Česká republika:Česká republika, víkendové pobyty";"Františkovy Lázně";"5077.0000";"1692.0000";"4.0000"
"4193";"3";"3";"1";"6";"2.00";"Česká republika:Česká republika, víkendové pobyty";"Františkovy Lázně";"4645.0000";"1548.0000";"4.0000"
"4199";"7";"2";"1";"6";"2.00";"Česká republika";"Jeseníky";"535.0000";"535.0000";"2.0000"
"4235";"1";"3";"1";"6";"3.00";"Česká republika";"České Švýcarsko";"666.0000";"666.0000";"2.0000"
"4260";"3";"3";"1";"6";"2.00";"Slovensko";"Velký Meder";"8128.4444";"1160.5556";"8.0000"
"4316";"1";"2";"1";"7";"0.00";"Česká republika";"Jižní Čechy";"614.3333";"614.3333";"2.0000"
"3291";"3";"3";"1";"6";"2.00";"Slovensko";"Dudince";"1837.0000";"918.4000";"3.0000"
"4351";"3";"2";"1";"6";"2.00";"Česká republika";"Třeboň";"2307.0000";"769.0000";"4.0000"
"4404";"3";"3";"1";"0";"3.00";"Slovensko";"Trenčianské Teplice";"4163.3333";"1317.8333";"4.9167"
"4450";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"2048.5000";"453.2500";"6.0000"
"4455";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"2526.3333";"842.0000";"4.0000"
"4456";"3";"3";"1";"0";"3.00";"Slovensko";"Dudince";"3724.3333";"620.3333";"7.0000"
"4462";"1";"3";"1";"7";"3.00";"Česká republika";"Jižní Čechy";"9098.0000";"1299.2000";"8.0000"
"4519";"1";"3";"1";"6";"2.00";"Česká republika";"Žďárské Vrchy";"1528.7143";"509.4286";"4.0000"
"4604";"3";"3";"1";"7";"0.00";"Slovensko";"Piešťany";"1356.0000";"678.0000";"3.0000"
"270";"3";"2";"1";"0";"3.00";"Česká republika";"Františkovy Lázně";"1413.3333";"673.3333";"3.0000"
"577";"5";"1";"1";"7";"3.00";"Francie";"Vysoké Alpy";"7875.4444";"1124.6111";"8.0000"
"573";"5";"3";"1";"6";"2.00";"Rakousko";"Zell am See";"10681.5385";"1838.8462";"7.0000"
"4472";"5";"1";"1";"7";"0.00";"Rakousko";;"7300.0000";"7300.0000";"2.0000"
"4590";"6";"1";"2";"7";"0.00";"Německo";;"720.0000";"720.0000";"1.0000"
"4626";"3";"3";"1";"6";"2.00";"Česká republika";"Karlovy Vary";"2458.5455";"1474.1818";"2.6364"
"4630";"3";"3";"1";"6";"2.00";"Česká republika";"Karlovy Vary";"3665.2857";"1221.5714";"4.0000"
"3974";"3";"3";"1";"7";"0.00";"Česká republika:Česká republika, víkendové pobyty";"Karlova Studánka";"3250.0000";"541.0000";"7.0000"
"4467";"7";"2";"1";"7";"0.00";"Česká republika";"Jeseníky";"1434.1176";"388.1765";"5.9412"
"1273";"4";"2";"3";"6";"2.00";"Fotbal";"Evropská liga";"15990.0000";"15990.0000";"2.0000"
"4529";"3";"3";"1";"6";"3.00";"Slovensko";"Patince";"1888.0000";"944.0000";"3.0000"
"4418";"5";"1";"1";"7";"0.00";"Itálie";;"5641.2500";"806.0000";"8.0000"
"1996";"2";"3";"3";"6";"2.00";"Srí Lanka";;"62990.0000";"4845.0000";"14.0000"
"1163";"4";"2";"3";"6";"2.00";"Formule 1";"Spojené Arabské Emiráty";"26990.0000";"8996.0000";"4.0000"
"4465";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"4490.0000";"1497.0000";"4.0000"
"4466";"3";"3";"1";"6";"3.00";"Slovensko";"Piešťany";"6750.0000";"1350.0000";"6.0000"
"4526";"3";"3";"1";"7";"0.00";"Česká republika:Česká republika, víkendové pobyty";"Janské lázně";"3854.0000";"963.0000";"5.0000"
"4528";"3";"3";"1";"7";"0.00";"Česká republika";"Konstantinovy Lázně";"5420.0000";"1084.0000";"6.0000"
"1995";"2";"3";"3";"6";"2.00";"Srí Lanka";;"45990.0000";"5110.0000";"10.0000"
"858";"4";"1";"1";"7";"0.00";"Formule 1:Spojené Arabské Emiráty";"Spojené Arabské Emiráty";"12166.9444";"7645.1667";"2.6111"
"4585";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"1217.0000";"608.0000";"3.0000"
"4586";"7";"5";"1";"6";"2.00";"Česká republika";"Krkonoše";"1583.0000";"527.0000";"4.0000"
"4587";"7";"5";"1";"6";"2.00";"Česká republika";"Krkonoše";"1923.0000";"480.0000";"5.0000"
"4588";"7";"5";"1";"6";"2.00";"Česká republika";"Krkonoše";"2148.0000";"430.0000";"6.0000"
"4312";"4";"2";"3";"6";"2.00";"Anglie:Tenis";"ATP Masters Londýn";"24990.0000";"12495.0000";"3.0000"
"4289";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"4190.0000";"1047.0000";"5.0000"
"4334";"4";"2";"3";"6";"2.00";"Brazílie:Formule 1";"Brazílie";"34556.6667";"4319.0000";"9.0000"
"1073";"6";"1";"2";"7";"0.00";"Německo";;"577.6250";"577.6250";"1.0000"
"4179";"4";"2";"3";"6";"2.00";"Anglie:Tenis";"ATP Masters Londýn";"30047.5000";"8719.5000";"4.5000"
"855";"4";"2";"3";"6";"2.00";"Brazílie:Formule 1";"Brazílie";"30490.0000";"6098.0000";"6.0000"
"4580";"6";"1";"2";"7";"0.00";"Německo";;"870.0000";"870.0000";"1.0000"
"4089";"3";"4";"1";"0";"3.00";"Česká republika";;"34793.0000";"1656.0000";"22.0000"
"4174";"4";"2";"3";"6";"2.00";"Anglie:Tenis";"ATP Masters Londýn";"22704.2857";"11352.1429";"3.0000"
"1446";"4";"2";"3";"6";"2.00";"Formule 1";"Brazílie";"1.0000";"0.6667";"1.6667"
"347";"4";"1";"1";"7";"0.00";"Formule 1";"Brazílie";"20110.0000";"10055.0000";"3.0000"
"4398";"3";"2";"1";"6";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Jáchymov";"1362.3333";"1362.3333";"2.0000"
"4399";"3";"3";"1";"6";"3.00";"Česká republika:Česká republika, víkendové pobyty";"Jáchymov";"18832.0000";"4956.8000";"9.8000"
"4453";"3";"3";"1";"0";"3.00";"Česká republika";;"13479.0000";"1224.5000";"12.0000"
"4509";"4";"1";"1";"6";"2.00";"Tenis";"Fed Cup";"2148.2500";"2148.2500";"2.0000"
"4328";"8";"2";"3";"6";"4.00";"Indonésie";"Bali";"56710.7237";"7178.0658";"9.0263"
"4329";"8";"2";"3";"6";"3.00";"Indonésie";"Bali";"44312.0000";"5650.1813";"9.0750"
"4330";"8";"2";"3";"6";"3.00";"Indonésie";"Bali";"42246.9032";"5328.0581";"9.0452"
"4331";"8";"2";"3";"6";"2.00";"Indonésie";"Bali";"38077.0921";"4867.7039";"9.0263"
"4332";"8";"2";"3";"6";"3.00";"Indonésie";"Bali";"43013.2143";"7694.7857";"7.7500"
"4307";"4";"2";"3";"6";"2.00";"Formule 1:Indonésie:Tenis";"Singapur:WTA Singapur";"8240.0000";"2642.2500";"4.1250"
"4308";"4";"2";"3";"6";"2.00";"Formule 1:Malajsie:Tenis";"Singapur:WTA Singapur";"8790.0000";"3662.4000";"3.5500"
"4381";"4";"2";"3";"6";"2.00";"Formule 1:Malajsie:Tenis";"Singapur:WTA Singapur";"27990.0000";"9330.0000";"4.0000"
"4353";"4";"1";"3";"6";"2.00";"Moto GP";"Malajsie";"52990.0000";"5887.0000";"10.0000"
"3886";"3";"3";"1";"0";"3.00";"Slovensko";"Trenčianské Teplice";"3090.0000";"1545.0000";"3.0000"
"3922";"4";"2";"3";"7";"0.00";"Rugby";;"66823.3333";"33411.6667";"3.0000"
"4203";"3";"3";"1";"0";"4.00";"Česká republika";"Karlovy Vary";"4770.0000";"2385.0000";"3.0000"
"4400";"7";"3";"1";"6";"2.00";"Česká republika";"Krkonoše";"5311.0000";"1126.1429";"5.7143"
"4533";"3";"3";"1";"6";"3.00";"Slovensko";"Dunajská Streda";"1497.0000";"748.0000";"3.0000"
"3783";"4";"1";"3";"6";"2.00";"Rugby";;"0.0000";"0.0000";"2.0000"
"2863";"7";"3";"1";"6";"2.00";"Česká republika";"Krkonoše";"1150.0000";"575.0000";"3.0000"
"3866";"7";"3";"1";"6";"2.00";"Česká republika";"Krkonoše";"1490.0000";"496.0000";"4.0000"
"4182";"1";"3";"1";"7";"3.00";"Česká republika";"Jižní Čechy";"3290.0000";"1645.0000";"3.0000"
"4210";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"4461.1250";"636.8750";"8.0000"
"4241";"7";"2";"1";"7";"0.00";"Slovensko";"Malá Fatra";"4190.0000";"2095.0000";"3.0000"
"4243";"7";"1";"1";"7";"0.00";"Slovensko";"Malá Fatra";"1352.5000";"582.5000";"3.0000"
"1131";"6";"1";"2";"7";"0.00";"Česká republika";;"700.0000";"700.0000";"1.0000"
"4344";"3";"4";"1";"6";"2.00";"Slovensko";"Dudince";"7570.0000";"1262.0000";"7.0000"
"4345";"3";"4";"1";"6";"2.00";"Slovensko";"Dudince";"5785.0000";"1157.0000";"6.0000"
"4369";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"3946.8333";"657.6667";"7.0000"
"4460";"3";"3";"1";"7";"0.00";"Slovensko";"Piešťany";"1775.0000";"444.0000";"5.0000"
"4481";"3";"3";"1";"7";"0.00";"Slovensko";"Piešťany";"1800.0000";"599.5000";"4.0000"
"4566";"7";"3";"1";"0";"2.00";"Slovensko";"Vysoké Tatry";"2570.0000";"514.0000";"6.0000"
"1918";"3";"1";"1";"7";"4.00";"Slovensko";"Bešeňová";"730.0000";"730.0000";"2.0000"
"2101";"3";"1";"1";"6";"3.00";"Slovensko";"Bešeňová";"597.0000";"597.0000";"2.0000"
"2425";"2";"2";"3";"6";"2.00";"Brazílie";;"59990.0000";"8570.0000";"8.0000"
"4352";"4";"2";"3";"6";"2.00";"Moto GP";"Malajsie";"8990.0000";"2996.0000";"4.0000"
"4106";"2";"2";"3";"6";"2.00";"Brazílie";;"45990.0000";"9198.0000";"6.0000"
"4518";"6";"1";"2";"7";"0.00";"Německo";;"970.0000";"970.0000";"1.0000"
"4338";"4";"2";"3";"6";"2.00";"Moto GP";"Malajsie";"23990.0000";"4798.0000";"6.0000"
"1150";"4";"2";"3";"6";"2.00";"Moto GP";"Malajsie";"1.0000";"0.6667";"1.6667"
"4290";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"6070.0000";"1214.0000";"6.0000"
"4305";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"3940.8333";"985.0000";"5.0000"
"4532";"4";"1";"2";"7";"0.00";"Fotbal";"Evropská liga";"1990.0000";"1990.0000";"2.0000"
"4600";"4";"1";"1";"7";"0.00";"Fotbal";;"1150.0000";"1150.0000";"1.0000"
"4607";"3";"4";"1";"0";"3.50";"Česká republika";"Luhačovice";"5100.0000";"1275.0000";"5.0000"
"4315";"1";"2";"1";"6";"2.00";"Česká republika";"Jižní Čechy";"2263.0909";"568.1818";"4.8182"
"4386";"4";"1";"3";"7";"3.00";"Hokej:USA";"NHL";"34671.2195";"4786.6098";"8.3171"
"4367";"4";"2";"1";"6";"2.00";"Tenis";;"5058.0702";"5058.0702";"2.0000"
"4007";"4";"1";"1";"7";"0.00";"Moto GP";"Austrálie";"1.0000";"0.7500";"1.5000"
"4324";"4";"2";"1";"6";"2.00";"Tenis";;"3888.3333";"3888.3333";"2.0000"
"4409";"4";"2";"1";"6";"3.00";"Formule 1";"Rusko";"1990.0000";"166.0000";"13.0000"
"4483";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"31090.0000";"8159.2105";"4.8421"
"4570";"3";"3";"1";"0";"4.00";"Slovensko";"Rajecké Teplice";"72736.0000";"14547.0000";"6.0000"
"4454";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"6351.8197";"6351.8197";"1.0000"
"4347";"4";"1";"1";"7";"0.00";"Hokej";;"7795.0521";"7795.0521";"1.0000"
"4384";"4";"1";"3";"7";"3.00";"Hokej:USA";"NHL";"25037.7200";"7001.0960";"4.6640"
"4392";"4";"1";"1";"7";"0.00";"Hokej:USA";"NHL";"4358.0339";"4358.0339";"1.0000"
"4393";"4";"1";"3";"7";"0.00";"Hokej";"NHL";"4157.4336";"4157.4336";"1.0000"
"3987";"4";"2";"3";"6";"2.00";"Rugby";;"34323.3333";"17161.6667";"3.0000"
"1245";"4";"1";"1";"7";"0.00";"Moto GP";"Japonsko";"1.0000";"0.5000";"2.0000"
"4406";"4";"1";"1";"7";"0.00";"Formule 1";"Rusko";"10163.3333";"5081.6667";"3.0000"
"4366";"4";"1";"3";"7";"0.00";"Hokej:USA";"NHL";"4886.2540";"4886.2540";"1.0000"
"4377";"4";"1";"3";"7";"0.00";"Hokej:USA";"NHL";"3026.6877";"3026.6877";"1.0000"
"4368";"4";"1";"3";"7";"0.00";"Hokej:USA";"NHL";"5058.0576";"5058.0576";"1.0000"
"4376";"4";"1";"1";"7";"3.00";"Hokej";"NHL";"6189.7946";"6189.7946";"1.0000"
"4389";"4";"1";"3";"7";"0.00";"Hokej:USA";"NHL";"3778.8000";"3778.8000";"1.0000"
"4480";"4";"1";"3";"6";"2.00";"Hokej";"NHL";"25825.2459";"7250.4098";"4.5738"
"4391";"4";"1";"3";"7";"0.00";"Hokej:USA";"NHL";"5151.1504";"5151.1504";"1.0000"
"4375";"4";"1";"3";"7";"0.00";"Hokej";"NHL";"9081.8760";"9081.8760";"1.0000"
"4447";"4";"1";"1";"7";"0.00";"Hokej";"NHL";"9073.7717";"9073.7717";"1.0000"
"3880";"3";"3";"1";"7";"4.00";"Slovensko";"Patince";"2157.0000";"997.6000";"3.2000"
"3986";"4";"2";"3";"7";"0.00";"Rugby";;"23323.3333";"11661.6667";"3.0000"
"4527";"4";"2";"3";"6";"2.00";"Dostihy";;"14990.0000";"4996.0000";"4.0000"
"983";"2";"2";"2";"7";"0.00";"Česká republika";;"1990.0000";"1990.0000";"2.0000"
"3958";"4";"2";"3";"6";"2.00";"Rugby";;"34523.3333";"17261.6667";"3.0000"
"3921";"4";"2";"3";"7";"0.00";"Rugby";;"60990.0000";"60990.0000";"1.0000"
"4310";"4";"1";"3";"6";"2.00";"Formule 1:Malajsie:Tenis";"Singapur:WTA Singapur";"56704.2857";"35624.7857";"5.0714"
"463";"4";"2";"3";"6";"2.00";"Anglie:Fotbal";"Liga mistrů";"10842.6250";"10842.6250";"2.0000"
"95";"2";"2";"2";"7";"0.00";"Španělsko";;"15990.0000";"1230.0000";"14.0000"
"4373";"3";"3";"1";"7";"0.00";"Česká republika:Česká republika, víkendové pobyty";"Janské lázně";"4391.0000";"878.0000";"6.0000"
"4378";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"3525.0000";"880.7500";"5.0000"
"4379";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"2672.5000";"891.0000";"4.0000"
"4380";"1";"3";"1";"0";"3.00";"Česká republika";"Jižní Morava";"2107.0000";"526.0000";"5.0000"
"4444";"4";"1";"3";"7";"0.00";"Hokej:USA";"NHL";"4794.5385";"4794.5385";"1.0000"
"4503";"4";"1";"1";"6";"2.00";"Fotbal:Německo";"Liga mistrů";"7740.0000";"7740.0000";"1.0000"
"56";"2";"2";"2";"7";"0.00";"Slovensko";;"6490.0000";"1298.0000";"6.0000"
"96";"2";"3";"3";"7";"0.00";"Portugalsko:Španělsko";;"29294.3478";"2440.6957";"13.0000"
"3959";"4";"2";"3";"6";"2.00";"Rugby";;"33590.0000";"16795.0000";"3.0000"
"857";"4";"1";"1";"7";"0.00";"Formule 1:Japonsko";"Japonsko";"15445.0000";"7723.0000";"3.0000"
"3916";"4";"2";"3";"7";"0.00";"Rugby";;"26740.0000";"13370.0000";"3.0000"
"3920";"4";"2";"3";"7";"0.00";"Rugby";;"31990.0000";"15995.0000";"3.0000"
"3984";"4";"2";"3";"7";"0.00";"Rugby";;"28323.3333";"14161.6667";"3.0000"
"4317";"4";"2";"3";"6";"3.00";"Formule 1:Indonésie:Tenis";"Singapur:WTA Singapur";"8990.0000";"2996.0000";"4.0000"
"1252";"4";"2";"3";"6";"2.00";"Formule 1";"Singapur";"31423.3333";"6284.6667";"6.0000"
"3917";"4";"2";"3";"7";"0.00";"Rugby";;"34990.0000";"11662.6667";"4.0000"
"3919";"4";"2";"3";"7";"0.00";"Rugby";;"45323.3333";"15107.6667";"4.0000"
"4016";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"2575.0000";"643.4000";"5.0000"
"4440";"4";"2";"3";"6";"3.00";"Indie:Tenis";"Davis Cup";"21990.0000";"4947.5000";"5.5000"
"3915";"4";"2";"3";"7";"0.00";"Rugby";;"29323.3333";"14661.6667";"3.0000"
"3918";"4";"2";"3";"7";"0.00";"Rugby";;"36323.3333";"18161.6667";"3.0000"
"2613";"2";"3";"2";"7";"0.00";"Španělsko";;"12990.0000";"1443.0000";"10.0000"
"854";"4";"1";"1";"7";"0.00";"Formule 1:Singapur";"Singapur";"11487.6667";"6309.4667";"2.6000"
"4405";"4";"1";"1";"7";"0.00";"Tenis";;"1.0000";"0.0000";"3.0000"
"4414";"3";"1";"1";"7";"0.00";"Slovensko";"Štúrovo";"3660.0000";"457.0000";"9.0000"
"4416";"3";"1";"1";"0";"0.00";"Slovensko";"Štúrovo";"3141.0000";"392.0000";"9.0000"
"3957";"2";"1";"2";"7";"0.00";"Itálie";;"8970.0000";"996.0000";"10.0000"
"2838";"3";"3";"1";"0";"4.00";"Česká republika";"Teplice nad Bečvou";"3593.0000";"513.0000";"8.0000"
"4493";"8";"5";"3";"6";"4.00";"Mexiko";"Mayská riviéra";"56373.8108";"7046.0000";"9.0000"
"4499";"4";"1";"1";"6";"2.00";"Fotbal:Německo";"Liga mistrů";"9790.0000";"9790.0000";"1.0000"
"4457";"3";"3";"1";"7";"0.00";"Slovensko";"Sliač";"1860.0000";"716.6667";"3.6667"
"532";"4";"1";"1";"7";"0.00";"Itálie:Moto GP";"Itálie:San Marino";"3094.8235";"2781.4118";"1.7059"
"4248";"3";"2";"1";"7";"4.00";"Slovensko";"Bešeňová";"1239.0000";"1239.0000";"2.0000"
"4279";"7";"2";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"5955.2857";"1024.2857";"9.4643"
"4281";"7";"2";"1";"6";"3.00";"Slovensko";"Vysoké Tatry";"15510.2889";"1935.2222";"9.2444"
"4323";"7";"2";"1";"7";"0.00";"Slovensko";"Vysoké Tatry";"1877.1071";"727.7857";"3.5714"
"4337";"7";"3";"1";"6";"2.00";"Slovensko";"Nízké Tatry";"543.0000";"543.0000";"2.0000"
"4484";"1";"3";"5";"6";"2.00";"Itálie";"Adriatická riviéra";"2633.0000";"376.0000";"8.0000"
"4129";"6";"1";"2";"7";"0.00";"Česká republika";;"390.0000";"390.0000";"1.0000"
"4496";"8";"2";"3";"6";"4.00";"Spojené Arabské Emiráty";;"35630.7895";"5089.7105";"8.0000"
"4057";"4";"2";"3";"6";"2.00";"Fotbal:Lotyšsko";"Reprezentace ČR";"15750.0000";"7875.0000";"3.0000"
"4058";"4";"2";"2";"6";"2.00";"Fotbal:Lotyšsko";"Reprezentace ČR";"5290.0000";"1763.0000";"4.0000"
"4084";"2";"1";"2";"7";"0.00";"Lotyšsko";;"5290.0000";"1763.0000";"4.0000"
"4086";"2";"1";"3";"7";"0.00";"Lotyšsko";;"14568.7500";"7284.3750";"3.0000"
"456";"4";"2";"3";"6";"2.00";"Formule 1:Itálie";"Itálie";"12390.0000";"6195.0000";"3.0000"
"90";"2";"3";"2";"7";"3.00";"Bosna a Hercegovina:Chorvatsko";"Balkán";"11674.0000";"1296.4400";"10.0000"
"674";"4";"1";"1";"7";"0.00";"Formule 1:Itálie";"Itálie";"10902.6818";"6933.6364";"2.4545"
"4244";"7";"1";"1";"7";"0.00";"Slovensko";"Malá Fatra";"2890.0000";"578.0000";"6.0000"
"4273";"4";"2";"3";"6";"2.00";"Tenis:USA";"US Open";"43513.0769";"14504.0769";"4.0000"
"3985";"3";"3";"1";"6";"3.00";"Slovensko";"Patince";"5570.0000";"2785.0000";"3.0000"
"4354";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"3647.6667";"607.6667";"7.0000"
"4355";"3";"3";"1";"0";"3.50";"Česká republika";"Luhačovice";"4510.0000";"644.0000";"8.0000"
"3339";"3";"3";"1";"0";"3.00";"Česká republika";"Libverda";"3950.0000";"658.0000";"7.0000"
"1054";"1";"3";"1";"6";"2.00";"Slovensko";"Jižní Slovensko";"3634.4444";"908.4444";"5.0000"
"3394";"1";"3";"1";"7";"0.00";"Slovensko";"Jižní Slovensko";"5966.0000";"852.2000";"8.0000"
"4213";"7";"3";"1";"6";"2.00";"Česká republika";"Šumava";"3065.0000";"437.5000";"8.0000"
